N	Unused	Total	%Cov	%Cov(50)	%Cov(95)	Accession	Name	Species	Peptides(95%)			Biological Processes	Molecular Function	PANTHER ID
346	1.74	1.74	30.0000011920929	20.0000002980232	20.0000002980232	rcap_c_1_22573	Rhodobacter capsulatus SB 1003 [263480 - 263241] hypothetical protein	c_1_22573	1					
347	1.72	1.72	20.5599993467331	2.78200004249811	2.78200004249811	ENST00000378026_21	[3 - 1943] cdna:known chromosome:GRCh37:12:106631655:106641766:-1 gene:ENSG00000136026 gene_biotype:protein_coding transcript_biotype:protein_coding	21	1					
347	0	1.72	15.9500002861023	2.9899999499321	2.9899999499321	sp|Q07065|CKAP4_HUMAN	Cytoskeleton-associated protein 4 OS=Homo sapiens GN=CKAP4 PE=1 SV=2	HUMAN	1					
348	1.72	1.72	11.0299997031689	2.11500003933907	2.11500003933907	sp|O00571|DDX3X_HUMAN	ATP-dependent RNA helicase DDX3X OS=Homo sapiens GN=DDX3X PE=1 SV=3	HUMAN	1					
348	0	1.72	4.48900014162064	2.16700006276369	2.16700006276369	sp|O00571-2|DDX3X_HUMAN	Isoform 2 of ATP-dependent RNA helicase DDX3X OS=Homo sapiens GN=DDX3X	HUMAN	1					
349	1.72	1.72	15.4899999499321	15.4899999499321	15.4899999499321	bcep_c_1_18591	Burkholderia cepacia GG4 [812949 - 812737] (REVERSE SENSE)  ORF	c_1_18591	1					
350	1.71	1.71	20.8000004291534	7.99999982118607	7.99999982118607	ENST00000463009_7	[57 - 431] cdna:known chromosome:GRCh37:7:98956289:98963837:1 gene:ENSG00000241685 gene_biotype:protein_coding transcript_biotype:processed_transcript	7	1					
350	0	1.65	7.29700028896332	2.70300004631281	2.70300004631281	sp|Q92747|ARC1A_HUMAN	Actin-related protein 2/3 complex subunit 1A OS=Homo sapiens GN=ARPC1A PE=1 SV=2	HUMAN	1					
350	0	1.65	6.56900033354759	2.43299994617701	2.43299994617701	ENST00000262942_18	[2 - 1234] cdna:known chromosome:GRCh37:7:98923533:98963880:1 gene:ENSG00000241685 gene_biotype:protein_coding transcript_biotype:protein_coding	18	1					
351	1.7	1.72	14.0699997544289	5.70299997925758	5.70299997925758	tr|C9J9K3|C9J9K3_HUMAN	40S ribosomal protein SA (Fragment) OS=Homo sapiens GN=RPSA PE=1 SV=2	HUMAN	1					
351	0	1.72	12.5400006771088	5.08500002324581	5.08500002324581	tr|A6NE09|A6NE09_HUMAN	40S ribosomal protein SA OS=Homo sapiens GN=RPSAP58 PE=3 SV=1	HUMAN	1					
351	0	1.72	12.5400006771088	5.08500002324581	5.08500002324581	sp|P08865|RSSA_HUMAN	40S ribosomal protein SA OS=Homo sapiens GN=RPSA PE=1 SV=4	HUMAN	1					
351	0	1.72	12.33000010252	5.00000007450581	5.00000007450581	ENST00000496398_26	[409 - 1308] cdna:putative chromosome:GRCh37:19:23945816:24010937:1 gene:ENSG00000205246 gene_biotype:protein_coding transcript_biotype:protein_coding	26	1					
351	0	1.72	13.8099998235703	5.59699982404709	5.59699982404709	ENST00000458478_14	[69 - 872] cdna:known chromosome:GRCh37:3:39448224:39453550:1 gene:ENSG00000168028 gene_biotype:protein_coding transcript_biotype:protein_coding	14	1					
351	0	1.72	7.79699981212616	5.08500002324581	5.08500002324581	ENST00000435879_13	[1 - 885] cdna:pseudogene chromosome:GRCh37:12:68946775:68947662:-1 gene:ENSG00000240087 gene_biotype:pseudogene transcript_biotype:processed_pseudogene	13	1					
352	1.7	1.7	11.2700000405312	2.41400003433228	2.41400003433228	sked_c_1_8507	Sanguibacter keddieii DSM 10542 [3068873 - 3070363] hypothetical protein	c_1_8507	1					
353	1.7	1.7	10.7199996709824	3.31399999558926	3.31399999558926	einf1695_c_7_41	Eubacterium infirmum F0142 [46305 - 47843]  ORF	c_7_41	1					
354	1.7	1.7	15.8700004220009	15.8700004220009	15.8700004220009	ENST00000544489_10	[449 - 637] cdna:known chromosome:GRCh37:12:1929738:1940134:1 gene:ENSG00000166159 gene_biotype:protein_coding transcript_biotype:processed_transcript	10	1					
354	0	1.7	9.52399969100952	9.52399969100952	9.52399969100952	ENST00000543818_14	[754 - 1068] cdna:known chromosome:GRCh37:12:1929433:1945918:1 gene:ENSG00000166159 gene_biotype:protein_coding transcript_biotype:protein_coding	14	1					
355	1.69	1.69	13.5499998927116	5.72299994528294	5.72299994528294	sp|P29966|MARCS_HUMAN	Myristoylated alanine-rich C-kinase substrate OS=Homo sapiens GN=MARCKS PE=1 SV=4	HUMAN	1					
355	0	1.69	11.599999666214	4.89699989557266	4.89699989557266	ENST00000368635_10	[214 - 1377] cdna:known chromosome:GRCh37:6:114178541:114184648:1 gene:ENSG00000155130 gene_biotype:protein_coding transcript_biotype:protein_coding	10	1					
356	1.68	1.68	42.739999294281	11.9699999690056	11.9699999690056	pflu_c_1_9388	Pseudomonas fluorescens Pf0-1 [2995156 - 2995506] hypothetical protein	c_1_9388	1					
357	1.68	1.68	19.2499995231628	7.45299980044365	7.45299980044365	NCBIABIX_c_1_6112	Bifidobacterium dentium ATCC 27678 [1818172 - 1819137]  ORF	c_1_6112	1					
358	1.67	1.74	17.5200000405312	8.14699977636337	2.03699991106987	sp|K2M2_SHEEP			1					
358	0	1.67	14.0400007367134	5.65299987792969	1.94899998605251	sp|Q9NSB4|KRT82_HUMAN	Keratin, type II cuticular Hb2 OS=Homo sapiens GN=KRT82 PE=1 SV=3	HUMAN	1					
358	0	1.67	14.0400007367134	5.65299987792969	1.94899998605251	sp|KRHB2_HUMAN			1					
358	0	1.61	23.5100001096725	5.77699989080429	1.99200008064508	sp|K2M3_SHEEP			1					
359	1.67	1.67	7.79099985957146	0.399499991908669	0.399499991908669	pmulx_c_1_3199	Prevotella multisaccharivorax DSM 17128 [878578 - 871070] protein involved in gliding motility SprA	c_1_3199	1					
360	1.64	1.64	12.2599996626377	0.952399987727404	0.952399987727404	ENST00000533211_93	[258 - 7502] cdna:known chromosome:GRCh37:11:66452719:66496430:-1 gene:ENSG00000173898 gene_biotype:protein_coding transcript_biotype:protein_coding	93	1					
360	0	1.64	11.2999998033047	0.962300039827824	0.962300039827824	sp|O15020|SPTN2_HUMAN	Spectrin beta chain, non-erythrocytic 2 OS=Homo sapiens GN=SPTBN2 PE=1 SV=3	HUMAN	1					
360	0	1.64	11.4200003445148	0.97249997779727	0.97249997779727	sp|O15020-2|SPTN2_HUMAN	Isoform 2 of Spectrin beta chain, non-erythrocytic 2 OS=Homo sapiens GN=SPTBN2	HUMAN	1					
361	1.64	1.64	55.0400018692017	8.52700024843216	8.52700024843216	tr|M0R210|M0R210_HUMAN	40S ribosomal protein S16 OS=Homo sapiens GN=RPS16 PE=1 SV=1	HUMAN	1					
361	0	1.64	48.6299991607666	7.53400027751923	7.53400027751923	sp|P62249|RS16_HUMAN	40S ribosomal protein S16 OS=Homo sapiens GN=RPS16 PE=1 SV=2	HUMAN	1					
361	0	1.64	37.6700013875961	7.53400027751923	7.53400027751923	ENST00000497576_8	[1 - 438] cdna:pseudogene chromosome:GRCh37:19:20235853:20236293:1 gene:ENSG00000224864 gene_biotype:pseudogene transcript_biotype:transcribed_processed_pseudogene	8	1					
361	0	1.64	34.3800008296967	6.87500014901161	6.87500014901161	ENST00000434475_8	[1 - 480] cdna:pseudogene chromosome:GRCh37:19:20235248:20236293:1 gene:ENSG00000224864 gene_biotype:pseudogene transcript_biotype:transcribed_processed_pseudogene	8	1					
361	0	1.64	30.2599996328354	7.23700001835823	7.23700001835823	tr|Q6IPX4|Q6IPX4_HUMAN	40S ribosomal protein S16 OS=Homo sapiens GN=RPS16 PE=1 SV=1	HUMAN	1					
361	0	1.64	49.0000009536743	10.9999999403954	10.9999999403954	tr|M0R3H0|M0R3H0_HUMAN	40S ribosomal protein S16 OS=Homo sapiens GN=RPS16 PE=1 SV=1	HUMAN	1					
361	0	1.62	26.5300005674362	7.48300030827522	7.48300030827522	ENST00000395968_8	[1 - 441] cdna:pseudogene chromosome:GRCh37:1:16154724:16155167:1 gene:ENSG00000178715 gene_biotype:pseudogene transcript_biotype:processed_pseudogene	8	1					
362	1.64	1.64	17.6499992609024	2.45099999010563	2.45099999010563	ENST00000512805_22	[137 - 1360] cdna:known chromosome:GRCh37:5:180663937:180671209:-1 gene:ENSG00000204628 gene_biotype:protein_coding transcript_biotype:protein_coding	22	1					
362	0	1.64	15.4200002551079	4.6730000525713	4.6730000525713	ENST00000505461_9	[1 - 642] cdna:known chromosome:GRCh37:5:180667957:180670914:-1 gene:ENSG00000204628 gene_biotype:protein_coding transcript_biotype:processed_transcript	9	1					
362	0	1.62	17.7599996328354	3.11500001698732	3.11500001698732	tr|D6REE5|D6REE5_HUMAN	Guanine nucleotide-binding protein subunit beta-2-like 1 (Fragment) OS=Homo sapiens GN=GNB2L1 PE=1 SV=1	HUMAN	1					
362	0	1.62	20.0000002980232	3.3330000936985	3.3330000936985	tr|D6R9L0|D6R9L0_HUMAN	Guanine nucleotide-binding protein subunit beta-2-like 1 (Fragment) OS=Homo sapiens GN=GNB2L1 PE=1 SV=1	HUMAN	1					
362	0	1.62	19.2399993538857	3.15500013530254	3.15500013530254	sp|P63244|GBLP_HUMAN	Guanine nucleotide-binding protein subunit beta-2-like 1 OS=Homo sapiens GN=GNB2L1 PE=1 SV=3	HUMAN	1					
362	0	1.62	22.3199993371964	4.29200008511543	4.29200008511543	tr|D6RHH4|D6RHH4_HUMAN	Guanine nucleotide-binding protein subunit beta-2-like 1 OS=Homo sapiens GN=GNB2L1 PE=1 SV=1	HUMAN	1					
362	0	1.62	26.800000667572	5.15500009059906	5.15500009059906	tr|D6RFX4|D6RFX4_HUMAN	Guanine nucleotide-binding protein subunit beta-2-like 1 (Fragment) OS=Homo sapiens GN=GNB2L1 PE=1 SV=1	HUMAN	1					
362	0	1.62	18.2199999690056	3.71700003743172	3.71700003743172	tr|D6RAC2|D6RAC2_HUMAN	Guanine nucleotide-binding protein subunit beta-2-like 1 OS=Homo sapiens GN=GNB2L1 PE=1 SV=1	HUMAN	1					
362	0	1.62	22.0300003886223	4.23699989914894	4.23699989914894	tr|D6R9Z1|D6R9Z1_HUMAN	Guanine nucleotide-binding protein subunit beta-2-like 1 (Fragment) OS=Homo sapiens GN=GNB2L1 PE=1 SV=2	HUMAN	1					
362	0	1.62	14.3800005316734	6.5360002219677	6.5360002219677	tr|E9PD14|E9PD14_HUMAN	Guanine nucleotide-binding protein subunit beta-2-like 1 OS=Homo sapiens GN=GNB2L1 PE=1 SV=1	HUMAN	1					
362	0	1.62	25.3500014543533	14.0799999237061	14.0799999237061	tr|D6RGK8|D6RGK8_HUMAN	Guanine nucleotide-binding protein subunit beta-2-like 1 OS=Homo sapiens GN=GNB2L1 PE=1 SV=1	HUMAN	1					
362	0	1.62	11.1699998378754	5.07600009441376	5.07600009441376	tr|D6RFZ9|D6RFZ9_HUMAN	Guanine nucleotide-binding protein subunit beta-2-like 1 (Fragment) OS=Homo sapiens GN=GNB2L1 PE=1 SV=2	HUMAN	1					
362	0	1.62	14.9700000882149	6.80299997329712	6.80299997329712	tr|D6RAU2|D6RAU2_HUMAN	Guanine nucleotide-binding protein subunit beta-2-like 1 OS=Homo sapiens GN=GNB2L1 PE=1 SV=1	HUMAN	1					
362	0	1.62	6.25	6.25	6.25	tr|D6RBD0|D6RBD0_HUMAN	Guanine nucleotide-binding protein subunit beta-2-like 1 (Fragment) OS=Homo sapiens GN=GNB2L1 PE=1 SV=1	HUMAN	1					
362	0	1.62	8.62099975347519	8.62099975347519	8.62099975347519	tr|D6R909|D6R909_HUMAN	Guanine nucleotide-binding protein subunit beta-2-like 1 OS=Homo sapiens GN=GNB2L1 PE=1 SV=1	HUMAN	1					
363	1.64	1.64	11.4100001752377	2.46099997311831	2.46099997311831	smue_c_1_69	Simonsiella muelleri ATCC 29453 [29415 - 30755]  ORF	c_1_69	1					
364	1.64	1.64	63.4100019931793	24.3900001049042	24.3900001049042	ENST00000456185_8	[387 - 509] cdna:pseudogene chromosome:GRCh37:3:62912046:62912557:1 gene:ENSG00000226082 gene_biotype:pseudogene transcript_biotype:processed_pseudogene	8	1					
365	1.64	1.64	16.7600005865097	11.7299996316433	11.7299996316433	NCBIACEQ_c_5_331	Neisseria lactamica ATCC 23970 [71091 - 70555] hypothetical protein	c_5_331	1					
366	1.63	1.63	22.7599993348122	3.1029999256134	3.1029999256134	ENST00000316084_16	[25 - 894] cdna:known chromosome:GRCh37:X:71491892:71497150:-1 gene:ENSG00000198034 gene_biotype:protein_coding transcript_biotype:protein_coding	16	1					
366	0	1.63	14.0699997544289	3.42199988663197	3.42199988663197	sp|P62701|RS4X_HUMAN	40S ribosomal protein S4, X isoform OS=Homo sapiens GN=RPS4X PE=1 SV=2	HUMAN	1					
367	1.63	1.63	19.5999994874001	7.30900019407272	7.30900019407272	tr|B1AK88|B1AK88_HUMAN	Capping protein (Actin filament) muscle Z-line, beta, isoform CRA_d OS=Homo sapiens GN=CAPZB PE=1 SV=1	HUMAN	2					
367	0	1.63	22.6899996399879	8.46199989318848	8.46199989318848	tr|B1AK87|B1AK87_HUMAN	Capping protein (Actin filament) muscle Z-line, beta, isoform CRA_a OS=Homo sapiens GN=CAPZB PE=1 SV=1	HUMAN	2					
367	0	1.63	21.6900005936623	8.08800011873245	8.08800011873245	sp|P47756-2|CAPZB_HUMAN	Isoform 2 of F-actin-capping protein subunit beta OS=Homo sapiens GN=CAPZB	HUMAN	2					
367	0	1.63	18.41000020504	7.94200003147125	7.94200003147125	sp|P47756|CAPZB_HUMAN	F-actin-capping protein subunit beta OS=Homo sapiens GN=CAPZB PE=1 SV=4	HUMAN	2					
368	1.62	1.62	11.2000003457069	1.81200001388788	1.81200001388788	sp|P04843|RPN1_HUMAN	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 OS=Homo sapiens GN=RPN1 PE=1 SV=1	HUMAN	1					
368	0	1.62	13.7899994850159	2.52899993211031	2.52899993211031	tr|B7Z4L4|B7Z4L4_HUMAN	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 OS=Homo sapiens GN=RPN1 PE=1 SV=1	HUMAN	1					
369	1.62	1.62	8.8859997689724	1.69300008565187	1.69300008565187	ageo_c_117_30	Actinomyces georgiae F0490 [3763 - 1637] (REVERSE SENSE) ORF	c_117_30	1					
370	1.62	1.62	18.7999993562698	4.08699996769428	4.08699996769428	pver_c_40_30	Prevotella veroralis F0319 [2112 - 1012] endo-beta-N-acetylglucosaminidase F2	c_40_30	1					
371	1.62	1.62	5.81800006330013	1.81799996644258	1.81799996644258	ENST00000391967_21	[204 - 1853] cdna:known chromosome:GRCh37:1:201349966:201368736:-1 gene:ENSG00000159166 gene_biotype:protein_coding transcript_biotype:protein_coding	21	1					
371	0	1.62	4.14300002157688	1.88299994915724	1.88299994915724	tr|E9PDI4|E9PDI4_HUMAN	Ladinin-1 OS=Homo sapiens GN=LAD1 PE=1 SV=1	HUMAN	1					
371	0	1.62	4.25500012934208	1.93399991840124	1.93399991840124	sp|O00515|LAD1_HUMAN	Ladinin-1 OS=Homo sapiens GN=LAD1 PE=1 SV=2	HUMAN	1					
372	1.6	1.6	20.0299993157387	1.82099994271994	1.82099994271994	tr|E7ERJ7|E7ERJ7_HUMAN	Polyadenylate-binding protein 1 OS=Homo sapiens GN=PABPC1 PE=1 SV=1	HUMAN	1					
372	0	1.6	16.1899998784065	1.73000004142523	1.73000004142523	sp|P11940|PABP1_HUMAN	Polyadenylate-binding protein 1 OS=Homo sapiens GN=PABPC1 PE=1 SV=2	HUMAN	1					
372	0	1.6	18.8299998641014	2.01099999248981	2.01099999248981	sp|P11940-2|PABP1_HUMAN	Isoform 2 of Polyadenylate-binding protein 1 OS=Homo sapiens GN=PABPC1	HUMAN	1					
372	0	1.6	15.0800004601479	1.61099992692471	1.61099992692471	ENST00000318607_47	[989 - 3037] cdna:known chromosome:GRCh37:8:101715144:101734940:-1 gene:ENSG00000070756 gene_biotype:protein_coding transcript_biotype:protein_coding	47	1					
372	0	1.6	19.8100000619888	1.74300000071526	1.74300000071526	sp|Q9H361|PABP3_HUMAN	Polyadenylate-binding protein 3 OS=Homo sapiens GN=PABPC3 PE=1 SV=2	HUMAN	1					
372	0	1.6	10.0000001490116	3.3330000936985	3.3330000936985	tr|Q4VY17|Q4VY17_HUMAN	EPAB OS=Homo sapiens GN=PABPC1L PE=2 SV=1	HUMAN	1					
372	0	1.6	14.3700003623962	6.32200017571449	6.32200017571449	tr|H0YBN4|H0YBN4_HUMAN	Polyadenylate-binding protein 1 (Fragment) OS=Homo sapiens GN=PABPC1 PE=1 SV=2	HUMAN	1					
372	0	1.6	5.37500008940697	1.79200004786253	1.79200004786253	sp|Q4VXU2|PAP1L_HUMAN	Polyadenylate-binding protein 1-like OS=Homo sapiens GN=PABPC1L PE=2 SV=1	HUMAN	1					
372	0	1.6	24.0299999713898	8.52700024843216	8.52700024843216	tr|E5RJB9|E5RJB9_HUMAN	Polyadenylate-binding protein 1 (Fragment) OS=Homo sapiens GN=PABPC1 PE=1 SV=1	HUMAN	1					
372	0	1.6	26.2699991464615	9.32200029492378	9.32200029492378	tr|E5RH24|E5RH24_HUMAN	Polyadenylate-binding protein 1 (Fragment) OS=Homo sapiens GN=PABPC1 PE=1 SV=1	HUMAN	1					
372	0	1.6	10.9999999403954	5.49999997019768	5.49999997019768	sp|Q5JQF8|PAP1M_HUMAN	Polyadenylate-binding protein 1-like 2 OS=Homo sapiens GN=PABPC1L2A PE=2 SV=1	HUMAN	1					
372	0	1.6	14.6699994802475	14.6699994802475	14.6699994802475	tr|E5RHG7|E5RHG7_HUMAN	Polyadenylate-binding protein 1 (Fragment) OS=Homo sapiens GN=PABPC1 PE=1 SV=1	HUMAN	1					
372	0	1.6	25.5800008773804	25.5800008773804	25.5800008773804	tr|E5RGC4|E5RGC4_HUMAN	Polyadenylate-binding protein 1 (Fragment) OS=Homo sapiens GN=PABPC1 PE=1 SV=1	HUMAN	1					
372	0	1.6	18.0299997329712	18.0299997329712	18.0299997329712	tr|E5RFD8|E5RFD8_HUMAN	Polyadenylate-binding protein 1 (Fragment) OS=Homo sapiens GN=PABPC1 PE=1 SV=1	HUMAN	1					
373	1.6	1.6	3.57099995017052	0.726399989798665	0.726399989798665	ssat_c_1_3318	Shuttleworthia satelles DSM 14600 BAA-774 CCUG 45864 [554043 - 549088] collagen-binding protein A	c_1_3318	1					
374	1.6	1.6	12.950000166893	4.91099990904331	4.91099990904331	tr|C9JYN0|C9JYN0_HUMAN	Synaptophysin-like protein 1 OS=Homo sapiens GN=SYPL1 PE=1 SV=1	HUMAN	1					
374	0	1.6	11.2000003457069	4.24700006842613	4.24700006842613	sp|Q16563|SYPL1_HUMAN	Synaptophysin-like protein 1 OS=Homo sapiens GN=SYPL1 PE=1 SV=1	HUMAN	1					
374	0	1.6	12.0300002396107	4.56399992108345	4.56399992108345	sp|Q16563-2|SYPL1_HUMAN	Isoform 2 of Synaptophysin-like protein 1 OS=Homo sapiens GN=SYPL1	HUMAN	1					
374	0	1.6	10.5800002813339	4.01500016450882	4.01500016450882	ENST00000011473_10	[3 - 824] cdna:known chromosome:GRCh37:7:105730951:105753022:-1 gene:ENSG00000008282 gene_biotype:protein_coding transcript_biotype:protein_coding	10	1					
375	1.6	1.6	4.89699989557266	0.979300029575825	0.979300029575825	sp|Q14CN2|CLCA4_HUMAN	Calcium-activated chloride channel regulator 4 OS=Homo sapiens GN=CLCA4 PE=1 SV=2	HUMAN	1					
376	1.6	1.6	6.21500015258789	6.21500015258789	6.21500015258789	tr|H0YN26|H0YN26_HUMAN	Acidic leucine-rich nuclear phosphoprotein 32 family member A OS=Homo sapiens GN=ANP32A PE=1 SV=1	HUMAN	1					
376	0	1.6	4.41799983382225	4.41799983382225	4.41799983382225	sp|P39687|AN32A_HUMAN	Acidic leucine-rich nuclear phosphoprotein 32 family member A OS=Homo sapiens GN=ANP32A PE=1 SV=1	HUMAN	1					
376	0	1.6	4.7010000795126	4.7010000795126	4.7010000795126	sp|O43423|AN32C_HUMAN	Acidic leucine-rich nuclear phosphoprotein 32 family member C OS=Homo sapiens GN=ANP32C PE=2 SV=1	HUMAN	1					
376	0	1.6	5.41899986565113	5.41899986565113	5.41899986565113	ENST00000560303_11	[58 - 666] cdna:putative chromosome:GRCh37:15:69072759:69113225:-1 gene:ENSG00000140350 gene_biotype:protein_coding transcript_biotype:protein_coding	11	1					
376	0	1.6	4.45300005376339	4.45300005376339	4.45300005376339	ENST00000267918_11	[3 - 743] cdna:known chromosome:GRCh37:15:69072082:69109938:-1 gene:ENSG00000140350 gene_biotype:protein_coding transcript_biotype:processed_transcript	11	1					
377	1.6	1.6	11.540000140667	11.540000140667	11.540000140667	synsp_sgp_c_1_6771	Synergistetes sp. SGP1 [2433631 - 2433864]  ORF	sgp_c_1_6771	1					
378	1.59	1.6	40.4399991035461	3.44800017774105	3.44800017774105	sp|P09525|ANXA4_HUMAN	Annexin A4 OS=Homo sapiens GN=ANXA4 PE=1 SV=4	HUMAN	1					
378	0	1.6	41.609999537468	3.54800000786781	3.54800000786781	ENST00000536030_21	[187 - 1116] cdna:known chromosome:GRCh37:2:69969236:70053231:1 gene:ENSG00000196975 gene_biotype:protein_coding transcript_biotype:protein_coding	21	1					
378	0	1.6	40.0799989700317	4.64100018143654	4.64100018143654	tr|B4DDF9|B4DDF9_HUMAN	Annexin OS=Homo sapiens GN=ANXA4 PE=1 SV=1	HUMAN	1					
378	0	1.6	27.0900011062622	3.67899984121323	3.67899984121323	tr|Q6P452|Q6P452_HUMAN	Annexin OS=Homo sapiens GN=ANXA4 PE=1 SV=1	HUMAN	1					
379	1.59	1.59	21.2599992752075	2.55900006741285	2.55900006741285	smoo1683_c_11_52	Solobacterium moorei F0204 [37100 - 38623]  ORF	c_11_52	1					
380	1.59	1.59	89.3899977207184	16.6700005531311	16.6700005531311	tr|Q5T4L4|Q5T4L4_HUMAN	40S ribosomal protein S27 OS=Homo sapiens GN=RPS27 PE=1 SV=1	HUMAN	1					
380	0	1.59	19.0500006079674	13.0999997258186	13.0999997258186	sp|P42677|RS27_HUMAN	40S ribosomal protein S27 OS=Homo sapiens GN=RPS27 PE=1 SV=3	HUMAN	1					
380	0	1.59	18.9999997615814	10.9999999403954	10.9999999403954	ENST00000493224_8	[219 - 518] cdna:known chromosome:GRCh37:1:153963239:153964621:1 gene:ENSG00000177954 gene_biotype:protein_coding transcript_biotype:processed_transcript	8	1					
381	1.59	1.59	11.5500003099442	3.34299989044666	3.34299989044666	sp|Q15417|CNN3_HUMAN	Calponin-3 OS=Homo sapiens GN=CNN3 PE=1 SV=1	HUMAN	1					
381	0	1.59	13.4299993515015	3.88699993491173	3.88699993491173	sp|Q15417-3|CNN3_HUMAN	Isoform 3 of Calponin-3 OS=Homo sapiens GN=CNN3	HUMAN	1					
381	0	1.59	8.31499993801117	2.40700002759695	2.40700002759695	ENST00000370206_17	[1 - 1371] cdna:known chromosome:GRCh37:1:95362507:95392834:-1 gene:ENSG00000117519 gene_biotype:protein_coding transcript_biotype:protein_coding	17	1					
381	0	1.59	7.43200033903122	7.43200033903122	7.43200033903122	tr|K7ES69|K7ES69_HUMAN	Calponin-2 OS=Homo sapiens GN=CNN2 PE=1 SV=1	HUMAN	1					
381	0	1.59	3.3330000936985	3.3330000936985	3.3330000936985	tr|B4DUT8|B4DUT8_HUMAN	Calponin-2 OS=Homo sapiens GN=CNN2 PE=1 SV=1	HUMAN	1					
381	0	1.59	3.69100011885166	3.69100011885166	3.69100011885166	tr|B4DDF4|B4DDF4_HUMAN	Calponin-2 OS=Homo sapiens GN=CNN2 PE=1 SV=1	HUMAN	1					
381	0	1.59	3.55999991297722	3.55999991297722	3.55999991297722	sp|Q99439|CNN2_HUMAN	Calponin-2 OS=Homo sapiens GN=CNN2 PE=1 SV=4	HUMAN	1					
381	0	1.59	4.07399982213974	4.07399982213974	4.07399982213974	sp|Q99439-2|CNN2_HUMAN	Isoform 2 of Calponin-2 OS=Homo sapiens GN=CNN2	HUMAN	1					
382	1.59	1.59	10.7900001108646	4.67600002884865	4.67600002884865	lmon_c_1_6425	Listeria monocytogenes Clip81459 [1744103 - 1743270] RecName: Full=Regulatory protein recX	c_1_6425	1					
383	1.59	1.59	35.4400008916855	21.5200006961823	21.5200006961823	rpic_c_3_129	Ralstonia pickettii 12D [36998 - 37234] hypothetical protein	c_3_129	1					
384	1.59	1.59	12.6599997282028	12.6599997282028	12.6599997282028	mot186_c_3_1278	Microbacterium sp. oral taxon 186 F0373 [352300 - 352536]  ORF	c_3_1278	1					
385	1.57	1.57	5.70800006389618	1.90299991518259	0.761099997907877	sp|Q9H2D6|TARA_HUMAN	TRIO and F-actin-binding protein OS=Homo sapiens GN=TRIOBP PE=1 SV=3	HUMAN	1					
385	0	1.57	6.15600012242794	2.05199997872114	0.820800010114908	sp|Q9H2D6-3|TARA_HUMAN	Isoform 4 of TRIO and F-actin-binding protein OS=Homo sapiens GN=TRIOBP	HUMAN	1					
